time,f_temp,f_wetbulb,relative_humidity
"2022-01-01 00:51:00",24.6,24.6,100
"2022-01-01 01:50:00",23.3,23.3,100
"2022-01-01 02:50:00",23.8,23.8,100
"2022-01-01 03:50:00",23.3,23.3,100
"2022-01-01 04:50:00",22.5,22.5,100
"2022-01-01 05:50:00",21.6,21.6,100
"2022-01-01 06:50:00",20.4,20.4,100
"2022-01-01 07:50:00",21.0,21.0,100
"2022-01-01 08:50:00",21.0,21.0,100
"2022-01-01 09:50:00",20.8,20.5,91
"2022-01-01 10:59:00",25.1,22.2,66
"2022-01-01 11:57:00",25.2,22.0,63
"2022-01-01 12:51:00",24.8,24.8,100
"2022-01-01 13:54:00",25.8,25.8,100
"2022-01-01 14:51:00",27.2,27.2,100
"2022-01-01 15:53:00",27.5,27.5,100
"2022-01-01 16:49:00",28.0,28.0,100
"2022-01-01 17:53:00",29.4,29.4,100
"2022-01-01 18:58:00",32.1,32.1,100
"2022-01-01 19:56:00",31.5,31.5,100
"2022-01-01 20:54:00",31.5,31.5,100
"2022-01-01 21:56:00",31.7,31.7,100
"2022-01-01 22:50:00",31.0,31.0,100
"2022-01-01 23:54:00",31.0,31.0,100
"2022-01-02 00:50:00",31.2,31.2,100
"2022-01-02 01:50:00",31.2,31.2,100
"2022-01-02 02:50:00",30.6,30.6,100
"2022-01-02 03:51:00",29.5,29.5,100
"2022-01-02 04:50:00",30.0,30.0,100
"2022-01-02 05:50:00",30.0,30.0,100
"2022-01-02 06:50:00",29.8,29.8,100
"2022-01-02 07:53:00",29.0,29.0,100
"2022-01-02 08:51:00",29.4,29.4,100
"2022-01-02 09:50:00",29.8,29.8,100
"2022-01-02 10:56:00",30.1,30.1,100
"2022-01-02 11:50:00",29.9,29.9,100
"2022-01-02 12:59:00",30.2,30.2,100
"2022-01-02 13:55:00",30.4,30.4,100
"2022-01-02 14:56:00",29.5,29.5,100
"2022-01-02 15:55:00",28.9,28.9,100
"2022-01-02 16:53:00",28.0,28.0,100
"2022-01-02 17:53:00",26.5,26.5,100
"2022-01-02 18:57:00",23.6,23.6,100
"2022-01-02 19:52:00",24.2,24.2,100
"2022-01-02 20:57:00",19.0,19.0,100
"2022-01-02 21:52:00",17.3,17.3,100
"2022-01-02 22:52:00",10.0,10.0,100
"2022-01-02 23:50:00",5.0,5.0,100
"2022-01-03 00:52:00",7.4,7.4,100
"2022-01-03 01:52:00",7.5,7.5,100
"2022-01-03 02:50:00",7.0,6.5,78
"2022-01-03 03:50:00",4.0,2.5,57
"2022-01-03 04:50:00",1.5,1.0,74
"2022-01-03 05:50:00",-2.0,-2.5,71
"2022-01-03 06:57:00",-2.0,-2.8,64
"2022-01-03 07:51:00",1.2,0.0,59
"2022-01-03 08:50:00",0.0,-1.5,50
"2022-01-03 09:50:00",-2.1,-3.2,56
"2022-01-03 10:56:00",-1.2,-3.1,39
"2022-01-03 11:54:00",0.1,-2.0,37
"2022-01-03 12:56:00",1.2,-1.0,37
"2022-01-03 13:59:00",5.3,2.2,29
"2022-01-03 14:56:00",7.4,3.5,21
"2022-01-03 15:59:00",6.9,3.0,20
"2022-01-03 16:58:00",7.2,3.0,15
"2022-01-03 17:57:00",7.3,3.9,29
"2022-01-03 18:54:00",5.5,2.3,28
"2022-01-03 19:57:00",4.4,1.3,27
"2022-01-03 20:56:00",4.8,2.0,34
"2022-01-03 21:55:00",4.3,1.2,27
"2022-01-03 22:58:00",4.2,2.0,44
"2022-01-03 23:56:00",1.9,0.0,45
"2022-01-04 00:56:00",3.0,0.2,29
"2022-01-04 01:59:00",4.2,1.5,34
"2022-01-04 02:59:00",3.0,0.9,43
"2022-01-04 03:59:00",0.3,-1.1,53
"2022-01-04 04:52:00",1.3,-0.1,55
"2022-01-04 05:57:00",0.4,-1.0,53
"2022-01-04 06:55:00",-0.2,-1.7,50
"2022-01-04 07:57:00",-2.7,-3.7,58
"2022-01-04 08:55:00",-4.8,-5.1,74
"2022-01-04 09:59:00",-1.5,-2.7,55
"2022-01-04 10:54:00",-2.1,-3.1,59
"2022-01-04 11:55:00",-2.5,-2.5,83
"2022-01-04 12:59:00",-1.8,-1.8,83
"2022-01-04 12:59:00",-1.8,-1.8,100
"2022-01-04 12:59:00",-1.8,-1.8,83
"2022-01-04 13:54:00",0.8,0.8,84
"2022-01-04 14:53:00",2.8,2.2,73
"2022-01-04 15:56:00",-0.2,-0.2,84
"2022-01-04 16:52:00",0.8,0.9,86
"2022-01-04 17:53:00",2.8,2.8,100
"2022-01-04 18:57:00",2.9,2.9,100
"2022-01-04 19:53:00",4.3,4.3,100
"2022-01-04 20:57:00",6.8,6.8,87
"2022-01-04 21:52:00",10.7,9.8,75
"2022-01-04 22:59:00",10.3,9.4,75
"2022-01-04 23:58:00",13.2,12.3,77
"2022-01-05 00:59:00",12.3,11.8,82
"2022-01-05 01:59:00",15.0,13.8,75
"2022-01-05 02:56:00",16.0,14.9,77
"2022-01-05 03:56:00",18.4,16.2,66
"2022-01-05 04:57:00",18.4,16.1,64
"2022-01-05 05:56:00",19.0,16.1,58
"2022-01-05 06:56:00",19.9,16.5,54
"2022-01-05 07:53:00",20.3,16.9,54
"2022-01-05 08:58:00",19.9,16.7,56
"2022-01-05 09:57:00",19.8,16.9,59
"2022-01-05 10:56:00",16.2,13.8,60
"2022-01-05 11:55:00",16.2,13.6,58
"2022-01-05 12:59:00",17.4,17.4,100
"2022-01-05 13:56:00",17.8,17.8,100
"2022-01-05 13:56:00",17.8,17.8,100
"2022-01-05 14:53:00",19.3,19.3,100
"2022-01-05 15:51:00",21.0,21.0,100
"2022-01-05 16:54:00",22.8,22.8,100
"2022-01-05 17:56:00",23.4,23.4,100
"2022-01-05 18:55:00",23.0,23.0,100
"2022-01-05 19:57:00",19.7,19.7,100
"2022-01-05 20:53:00",18.6,18.6,100
"2022-01-05 21:56:00",17.8,17.8,100
"2022-01-05 22:59:00",17.3,17.3,100
"2022-01-05 23:57:00",17.5,17.5,100
"2022-01-06 00:57:00",17.2,17.2,100
"2022-01-06 01:53:00",16.7,16.7,100
"2022-01-06 02:59:00",17.0,17.0,100
"2022-01-06 03:59:00",17.0,17.0,100
"2022-01-06 04:52:00",17.1,17.1,100
"2022-01-06 05:51:00",16.8,16.8,100
"2022-01-06 06:51:00",15.6,15.6,100
"2022-01-06 07:54:00",15.5,15.5,100
"2022-01-06 08:56:00",14.5,14.5,100
"2022-01-06 09:58:00",13.5,13.5,100
"2022-01-06 10:54:00",13.0,13.0,100
"2022-01-06 11:58:00",9.3,9.3,100
"2022-01-06 12:57:00",8.9,8.9,100
"2022-01-06 13:55:00",8.8,8.8,100
"2022-01-06 14:52:00",8.3,8.3,100
"2022-01-06 15:54:00",7.5,7.5,100
"2022-01-06 16:56:00",7.1,7.1,100
"2022-01-06 17:59:00",7.0,7.0,100
"2022-01-06 18:54:00",6.8,6.8,100
"2022-01-06 19:55:00",6.8,6.8,100
"2022-01-06 20:55:00",6.1,6.1,100
"2022-01-06 21:56:00",5.6,5.6,100
"2022-01-06 22:59:00",5.2,5.2,100
"2022-01-06 23:57:00",5.2,5.2,100
"2022-01-07 00:57:00",10.0,9.0,73
"2022-01-07 00:57:00",10.0,9.0,73
"2022-01-07 01:51:00",6.3,6.3,100
"2022-01-07 02:57:00",11.0,9.9,72
"2022-01-07 03:57:00",9.7,9.0,77
"2022-01-07 04:52:00",9.8,9.0,76
"2022-01-07 05:48:00",6.1,6.1,100
"2022-01-07 06:50:00",6.0,6.0,100
"2022-01-07 07:52:00",5.3,5.3,100
"2022-01-07 08:57:00",5.2,5.2,100
"2022-01-07 09:51:00",5.0,5.0,100
"2022-01-07 10:52:00",5.2,5.2,100
"2022-01-07 11:55:00",8.0,8.0,100
"2022-01-07 12:56:00",6.2,6.2,100
"2022-01-07 13:49:00",7.2,7.2,100
"2022-01-07 14:57:00",9.9,9.9,100
"2022-01-07 15:52:00",8.0,8.0,100
"2022-01-07 16:51:00",5.8,5.8,100
"2022-01-07 17:55:00",3.9,3.9,100
"2022-01-07 18:55:00",3.7,3.7,100
"2022-01-07 19:54:00",3.4,3.4,100
"2022-01-07 20:53:00",2.3,2.3,100
"2022-01-07 21:57:00",2.1,2.1,100
"2022-01-07 22:53:00",1.0,1.0,100
"2022-01-07 23:59:00",-0.5,-0.5,100
"2022-01-08 00:52:00",-3.7,-3.7,100
"2022-01-08 01:54:00",-5.1,-5.1,100
"2022-01-08 02:57:00",-6.2,-6.2,100
"2022-01-08 03:55:00",-7.8,-7.8,100
"2022-01-08 04:51:00",-9.0,-9.0,100
"2022-01-08 05:56:00",-11.7,-11.7,100
"2022-01-08 06:48:00",-12.7,-12.7,100
"2022-01-08 07:55:00",-9.3,-9.3,100
"2022-01-08 08:52:00",-4.5,-4.5,100
"2022-01-08 09:58:00",-4.8,-4.8,100
"2022-01-08 10:51:00",-3.7,-3.7,82
"2022-01-08 11:58:00",-2.8,-2.8,83
"2022-01-08 12:57:00",-3.1,-3.2,80
"2022-01-08 12:57:00",-3.1,-3.2,80
"2022-01-08 13:53:00",0.1,-2.0,37
"2022-01-08 14:51:00",-1.0,-3.7,21
"2022-01-08 15:50:00",3.0,-0.2,22
"2022-01-08 16:53:00",4.0,0.9,26
"2022-01-08 17:54:00",3.0,0.0,26
"2022-01-08 18:51:00",3.7,0.2,18
"2022-01-08 19:53:00",8.2,4.0,18
"2022-01-08 20:53:00",7.3,3.7,26
"2022-01-08 21:56:00",9.0,4.9,22
"2022-01-08 22:59:00",8.6,4.3,18
"2022-01-08 23:50:00",9.2,5.0,21
"2022-01-09 00:58:00",9.0,5.2,27
"2022-01-09 01:57:00",9.0,5.0,24
"2022-01-09 02:59:00",10.0,5.5,19
"2022-01-09 03:54:00",7.0,3.6,28
"2022-01-09 04:53:00",8.2,5.0,35
"2022-01-09 05:54:00",10.0,6.2,29
"2022-01-09 06:57:00",13.2,10.0,45
"2022-01-09 07:58:00",12.5,9.2,42
"2022-01-09 08:54:00",12.0,10.0,60
"2022-01-09 09:55:00",15.0,13.6,72
"2022-01-09 10:54:00",14.6,13.3,73
"2022-01-09 11:49:00",21.1,21.1,100
"2022-01-09 12:49:00",23.1,23.1,100
"2022-01-09 13:54:00",27.4,27.4,100
"2022-01-09 14:48:00",23.1,23.1,100
"2022-01-09 15:49:00",21.4,21.4,100
"2022-01-09 16:52:00",19.4,19.4,100
"2022-01-09 17:49:00",19.1,19.1,100
"2022-01-09 18:52:00",22.0,22.0,100
"2022-01-09 19:49:00",21.4,21.4,100
"2022-01-09 20:52:00",19.9,19.9,100
"2022-01-09 21:48:00",19.7,19.7,100
"2022-01-09 22:51:00",19.4,19.4,100
"2022-01-09 23:59:00",19.5,19.5,100
"2022-01-10 00:59:00",18.4,18.4,100
"2022-01-10 01:56:00",16.8,16.8,100
"2022-01-10 02:59:00",15.5,15.5,100
"2022-01-10 03:52:00",11.9,11.9,100
"2022-01-10 04:51:00",8.3,8.3,100
"2022-01-10 05:49:00",6.1,6.1,100
"2022-01-10 06:55:00",0.8,0.8,100
"2022-01-10 07:58:00",-2.1,-2.1,100
"2022-01-10 08:58:00",-4.9,-4.9,100
"2022-01-10 09:52:00",-7.3,-7.3,100
"2022-01-10 10:59:00",-8.2,-8.2,100
"2022-01-10 11:47:00",-9.1,-9.1,100
"2022-01-10 12:48:00",-11.0,-11.0,100
"2022-01-10 13:54:00",-12.3,-12.3,100
"2022-01-10 14:51:00",-11.9,-11.9,100
"2022-01-10 15:53:00",-10.7,-10.7,100
"2022-01-10 16:52:00",-10.4,-10.4,100
"2022-01-10 17:56:00",-9.8,-9.8,100
"2022-01-10 18:54:00",-9.5,-9.5,100
"2022-01-10 19:48:00",-10.0,-10.0,100
"2022-01-10 20:55:00",-10.3,-10.3,100
"2022-01-10 21:55:00",-11.1,-11.1,100
"2022-01-10 22:58:00",-12.3,-12.3,100
"2022-01-10 23:54:00",-13.1,-13.1,100
"2022-01-11 00:54:00",-14.4,-14.4,100
"2022-01-11 01:56:00",-15.5,-15.5,100
"2022-01-11 02:54:00",-17.0,-17.0,100
"2022-01-11 03:53:00",-18.8,-18.8,100
"2022-01-11 04:57:00",-20.0,-20.0,100
"2022-01-11 05:52:00",-21.8,-21.8,100
"2022-01-11 06:50:00",-23.6,-23.6,100
"2022-01-11 07:56:00",-26.0,-26.0,100
"2022-01-11 08:53:00",-28.1,-28.1,100
"2022-01-11 09:53:00",-29.9,-29.9,100
"2022-01-11 10:47:00",-29.7,-29.7,100
"2022-01-11 11:50:00",-28.7,-28.8,64
"2022-01-11 12:47:00",-25.4,-25.6,59
"2022-01-11 13:51:00",-23.0,-23.0,74
"2022-01-11 14:54:00",-20.2,-20.3,70
"2022-01-11 15:55:00",-18.0,-18.0,76
"2022-01-11 16:52:00",-17.6,-17.9,62
"2022-01-11 17:53:00",-14.5,-14.7,69
"2022-01-11 18:47:00",-15.1,-15.2,73
"2022-01-11 19:54:00",-14.9,-15.1,69
"2022-01-11 20:53:00",-13.2,-13.5,66
"2022-01-11 21:53:00",-14.2,-14.4,70
"2022-01-11 22:59:00",-12.8,-14.0,33
"2022-01-11 23:56:00",-11.8,-12.7,46
"2022-01-12 00:59:00",-9.8,-11.3,30
"2022-01-12 01:58:00",-5.5,-7.0,40
"2022-01-12 02:59:00",-4.9,-6.4,41
"2022-01-12 03:54:00",-6.2,-7.6,41
"2022-01-12 04:54:00",-4.8,-6.2,44
"2022-01-12 05:57:00",-2.9,-4.7,38
"2022-01-12 06:59:00",-1.7,-3.5,40
"2022-01-12 07:50:00",2.0,0.0,43
"2022-01-12 08:52:00",1.5,0.0,53
"2022-01-12 09:55:00",3.4,2.6,70
"2022-01-12 10:52:00",3.3,2.8,75
"2022-01-12 11:47:00",1.0,0.1,65
"2022-01-12 12:53:00",2.0,1.6,76
"2022-01-12 13:50:00",2.2,2.1,83
"2022-01-12 14:50:00",2.5,2.5,100
"2022-01-12 15:47:00",4.1,4.1,100
"2022-01-12 16:55:00",4.0,4.0,100
"2022-01-12 16:55:00",4.0,4.0,100
"2022-01-12 17:55:00",4.7,4.7,100
"2022-01-12 18:50:00",7.2,7.2,100
"2022-01-12 19:52:00",7.9,7.9,100
"2022-01-12 20:53:00",8.3,8.3,100
"2022-01-12 21:57:00",7.9,7.9,100
"2022-01-12 22:56:00",8.5,8.5,100
"2022-01-12 23:55:00",7.9,7.9,100
"2022-01-13 00:57:00",8.4,8.4,100
"2022-01-13 01:52:00",8.2,8.2,100
"2022-01-13 02:52:00",8.0,8.0,100
"2022-01-13 03:54:00",8.2,8.2,100
"2022-01-13 04:57:00",8.7,8.7,100
"2022-01-13 05:54:00",9.0,9.0,100
"2022-01-13 06:56:00",10.1,10.1,100
"2022-01-13 07:54:00",10.8,10.8,100
"2022-01-13 08:54:00",11.3,11.3,100
"2022-01-13 09:55:00",11.3,11.3,100
"2022-01-13 10:55:00",11.1,11.1,100
"2022-01-13 11:54:00",11.7,11.7,100
"2022-01-13 12:58:00",11.9,11.9,100
"2022-01-13 13:58:00",12.4,12.4,100
"2022-01-13 14:54:00",13.4,13.4,100
"2022-01-13 15:52:00",14.3,14.3,100
"2022-01-13 16:55:00",14.9,14.9,100
"2022-01-13 17:52:00",16.4,16.4,100
"2022-01-13 18:52:00",17.1,17.1,100
"2022-01-13 19:56:00",17.8,17.8,100
"2022-01-13 20:52:00",17.8,17.8,100
"2022-01-13 21:55:00",18.0,18.0,100
"2022-01-13 22:54:00",19.2,19.2,100
"2022-01-13 23:56:00",20.3,20.3,100
"2022-01-14 00:56:00",19.7,19.7,100
"2022-01-14 01:53:00",20.3,20.3,100
"2022-01-14 02:52:00",19.7,19.7,100
"2022-01-14 03:52:00",20.2,20.2,100
"2022-01-14 04:55:00",19.5,19.5,100
"2022-01-14 05:52:00",18.8,18.8,100
"2022-01-14 06:59:00",19.3,19.3,100
"2022-01-14 07:56:00",18.9,18.9,100
"2022-01-14 08:51:00",19.4,19.4,100
"2022-01-14 09:59:00",19.3,19.3,100
"2022-01-14 10:55:00",19.1,19.1,100
"2022-01-14 11:54:00",17.7,17.7,100
"2022-01-14 12:55:00",17.1,17.1,100
"2022-01-14 13:55:00",18.9,18.9,100
"2022-01-14 14:57:00",18.2,18.2,100
"2022-01-14 15:51:00",17.2,16.2,79
"2022-01-14 16:50:00",16.8,16.1,83
"2022-01-14 17:51:00",16.0,14.9,77
"2022-01-14 18:51:00",14.7,12.9,66
"2022-01-14 19:56:00",8.9,8.0,73
"2022-01-14 20:59:00",7.0,3.2,22
"2022-01-14 21:56:00",6.1,2.8,28
"2022-01-14 21:56:00",6.1,2.8,28
"2022-01-14 22:54:00",3.4,0.3,25
"2022-01-14 23:53:00",-1.0,-2.5,49
"2022-01-15 00:51:00",-3.6,-5.2,41
"2022-01-15 01:53:00",-4.9,-6.2,46
"2022-01-15 02:55:00",-7.2,-8.5,42
"2022-01-15 03:56:00",-6.7,-8.3,34
"2022-01-15 04:55:00",-2.8,-5.0,28
"2022-01-15 05:55:00",-11.0,-12.2,37
"2022-01-15 06:55:00",-14.8,-15.7,40
"2022-01-15 07:54:00",-12.0,-13.3,31
"2022-01-15 08:57:00",-13.0,-14.0,40
"2022-01-15 09:53:00",-11.9,-13.0,39
"2022-01-15 10:51:00",-14.2,-15.3,33
"2022-01-15 11:56:00",-15.7,-16.8,30
"2022-01-15 12:58:00",-16.1,-17.2,29
"2022-01-15 13:55:00",-14.9,-16.1,28
"2022-01-15 14:52:00",-16.1,-17.1,33
"2022-01-15 15:57:00",-13.2,-14.9,13
"2022-01-15 16:51:00",-12.3,-13.7,27
"2022-01-15 17:55:00",-13.1,-14.7,17
"2022-01-15 18:56:00",-13.4,-15.0,16
"2022-01-15 19:55:00",-14.1,-15.7,14
"2022-01-15 20:50:00",-10.2,-12.2,12
"2022-01-15 21:52:00",-10.0,-11.8,19
"2022-01-15 22:52:00",-8.9,-10.0,45
"2022-01-15 23:53:00",-8.7,-9.8,45
"2022-01-16 00:54:00",-9.7,-10.6,50
"2022-01-16 01:54:00",-6.8,-8.2,40
"2022-01-16 02:57:00",-5.7,-7.4,34
"2022-01-16 03:52:00",-4.9,-7.0,25
"2022-01-16 04:53:00",-5.9,-7.8,28
"2022-01-16 05:56:00",-7.1,-8.6,36
"2022-01-16 06:58:00",-6.3,-8.0,32
"2022-01-16 07:51:00",-6.4,-8.0,35
"2022-01-16 08:53:00",-5.1,-7.2,24
"2022-01-16 09:54:00",-4.3,-6.7,19
"2022-01-16 10:56:00",-2.8,-5.1,25
"2022-01-16 11:58:00",-1.8,-4.4,21
"2022-01-16 12:57:00",-0.1,-3.0,19
"2022-01-16 13:50:00",1.0,-1.9,22
"2022-01-16 14:54:00",3.2,-0.2,18
"2022-01-16 15:55:00",5.0,0.9,11
"2022-01-16 16:57:00",3.0,-0.3,20
"2022-01-16 17:52:00",7.2,4.3,37
"2022-01-16 18:58:00",9.9,6.8,40
"2022-01-16 19:54:00",8.0,5.2,41
"2022-01-16 20:50:00",8.8,5.7,37
"2022-01-16 21:56:00",6.8,4.0,38
"2022-01-16 22:55:00",6.3,2.5,20
"2022-01-16 23:54:00",6.3,2.5,20
"2022-01-17 00:58:00",7.0,3.2,22
"2022-01-17 01:55:00",9.8,5.8,26
"2022-01-17 02:51:00",6.9,3.0,20
"2022-01-17 03:53:00",9.8,5.4,20
"2022-01-17 04:53:00",5.1,1.7,24
"2022-01-17 05:52:00",5.0,5.0,100
"2022-01-17 06:55:00",6.9,6.9,100
"2022-01-17 07:55:00",7.0,7.0,100
"2022-01-17 08:55:00",6.8,6.8,100
"2022-01-17 09:58:00",6.9,6.9,100
"2022-01-17 10:54:00",7.0,7.0,100
"2022-01-17 11:58:00",10.1,10.1,100
"2022-01-17 12:56:00",11.7,11.7,100
"2022-01-17 13:55:00",12.8,12.8,100
"2022-01-17 14:57:00",14.0,14.0,100
"2022-01-17 15:53:00",16.1,16.1,100
"2022-01-17 16:55:00",17.8,17.8,100
"2022-01-17 17:59:00",19.9,19.9,100
"2022-01-17 18:53:00",19.4,19.4,100
"2022-01-17 19:54:00",17.9,17.9,100
"2022-01-17 19:54:00",17.9,17.9,100
"2022-01-17 20:52:00",17.1,17.1,100
"2022-01-17 21:55:00",16.8,16.8,100
"2022-01-17 22:59:00",16.2,16.2,100
"2022-01-17 23:53:00",16.3,16.3,100
"2022-01-18 00:56:00",16.1,16.1,100
"2022-01-18 01:53:00",15.5,15.5,100
"2022-01-18 02:53:00",15.0,15.0,100
"2022-01-18 03:55:00",12.5,12.5,100
"2022-01-18 04:54:00",6.3,6.3,100
"2022-01-18 05:54:00",4.4,4.4,100
"2022-01-18 06:58:00",2.2,2.2,100
"2022-01-18 06:58:00",2.2,2.2,100
"2022-01-18 07:52:00",-1.7,-1.7,100
"2022-01-18 08:51:00",-3.2,-3.2,100
"2022-01-18 09:57:00",-5.6,-5.6,100
"2022-01-18 10:52:00",-6.7,-6.7,100
"2022-01-18 11:51:00",-7.9,-7.9,100
"2022-01-18 12:56:00",-9.9,-9.9,100
"2022-01-18 13:55:00",-11.1,-11.1,100
"2022-01-18 14:54:00",-11.7,-11.7,100
"2022-01-18 15:50:00",-10.3,-10.3,100
"2022-01-18 16:49:00",-10.2,-10.2,100
"2022-01-18 17:52:00",-11.4,-11.4,100
"2022-01-18 18:57:00",-12.0,-12.0,100
"2022-01-18 19:52:00",-13.4,-13.4,100
"2022-01-18 20:57:00",-16.8,-16.8,100
"2022-01-18 21:56:00",-18.0,-18.0,100
"2022-01-18 22:59:00",-19.1,-19.1,100
"2022-01-18 23:58:00",-19.0,-19.0,100
"2022-01-19 00:56:00",-14.8,-15.1,65
"2022-01-19 00:56:00",-14.8,-15.1,65
"2022-01-19 00:56:00",-14.8,-15.1,65
"2022-01-19 01:53:00",-14.8,-15.2,61
"2022-01-19 02:55:00",-12.6,-13.0,63
"2022-01-19 03:55:00",-9.0,-10.2,41
"2022-01-19 04:52:00",-3.0,-4.6,42
"2022-01-19 04:52:00",-3.0,-4.6,42
"2022-01-19 05:56:00",-0.2,-2.4,34
"2022-01-19 06:56:00",0.4,-2.0,31
"2022-01-19 07:55:00",0.8,-1.7,30
"2022-01-19 08:52:00",4.9,2.0,32
"2022-01-19 09:51:00",6.6,3.5,33
"2022-01-19 10:56:00",8.8,6.0,42
"2022-01-19 11:55:00",8.9,8.9,100
"2022-01-19 12:54:00",10.1,10.1,100
"2022-01-19 13:51:00",14.2,14.2,100
"2022-01-19 14:50:00",14.4,14.4,100
"2022-01-19 15:50:00",13.4,13.4,90
"2022-01-19 16:49:00",14.5,14.5,100
"2022-01-19 16:49:00",14.5,14.5,100
"2022-01-19 17:54:00",11.0,11.0,100
"2022-01-19 18:58:00",12.0,12.0,100
"2022-01-19 19:56:00",13.9,13.9,100
"2022-01-19 20:54:00",14.9,14.9,100
"2022-01-19 21:53:00",15.0,15.0,100
"2022-01-19 22:54:00",15.2,15.2,100
"2022-01-19 23:51:00",14.9,14.9,100
"2022-01-20 00:59:00",15.0,15.0,100
"2022-01-20 01:54:00",15.0,15.0,100
"2022-01-20 02:57:00",15.2,15.2,100
"2022-01-20 03:55:00",14.7,14.7,100
"2022-01-20 03:55:00",14.7,14.7,100
"2022-01-20 04:53:00",14.3,14.3,100
"2022-01-20 05:54:00",13.5,13.5,100
"2022-01-20 06:52:00",13.5,13.5,100
"2022-01-20 07:50:00",12.4,12.4,100
"2022-01-20 08:54:00",11.0,11.0,100
"2022-01-20 09:58:00",8.3,8.3,100
"2022-01-20 10:54:00",6.9,6.9,100
"2022-01-20 11:59:00",1.5,1.5,100
"2022-01-20 12:51:00",-0.5,-0.5,100
"2022-01-20 13:49:00",-4.0,-4.0,100
"2022-01-20 14:59:00",-5.0,-5.0,100
"2022-01-20 15:51:00",-3.9,-3.9,100
"2022-01-20 16:59:00",-1.7,-2.0,76
"2022-01-20 17:59:00",-1.4,-1.3,86
"2022-01-20 18:56:00",-1.6,-1.6,83
"2022-01-20 19:55:00",-3.3,-3.4,80
"2022-01-20 20:56:00",-3.5,-3.4,85
"2022-01-20 21:47:00",-4.1,-4.3,77
"2022-01-20 22:55:00",-5.5,-6.3,59
"2022-01-20 23:52:00",-6.0,-6.5,67
"2022-01-21 00:57:00",-6.3,-6.7,70
"2022-01-21 01:59:00",-6.4,-7.0,64
"2022-01-21 02:56:00",-8.1,-8.7,62
"2022-01-21 03:56:00",-7.3,-8.0,60
"2022-01-21 04:58:00",-7.5,-8.1,62
"2022-01-21 05:58:00",-6.6,-7.1,66
"2022-01-21 06:59:00",-7.9,-8.7,56
"2022-01-21 07:51:00",-7.7,-8.9,44
"2022-01-21 08:51:00",-8.1,-9.5,37
"2022-01-21 09:50:00",-6.8,-8.0,46
"2022-01-21 10:53:00",-7.6,-8.5,53
"2022-01-21 11:59:00",-6.5,-8.0,38
"2022-01-21 12:55:00",-7.0,-8.0,51
"2022-01-21 13:56:00",-5.1,-6.3,49
"2022-01-21 14:58:00",-3.3,-4.1,62
"2022-01-21 15:58:00",-2.5,-3.7,53
"2022-01-21 16:59:00",-3.5,-4.1,67
"2022-01-21 16:59:00",-3.5,-4.1,67
"2022-01-21 17:59:00",-6.1,-7.1,53
"2022-01-21 18:59:00",-6.1,-7.0,55
"2022-01-21 19:59:00",-5.9,-7.1,47
"2022-01-21 20:59:00",-5.5,-6.9,43
"2022-01-21 21:57:00",-5.0,-7.2,22
"2022-01-21 22:58:00",-2.5,-4.9,24
"2022-01-21 23:53:00",-0.4,-3.1,23
"2022-01-22 00:51:00",-0.3,-3.0,23
"2022-01-22 01:54:00",1.0,-2.0,20
"2022-01-22 02:54:00",1.2,-1.9,19
"2022-01-22 03:57:00",1.9,-1.6,12
"2022-01-22 04:54:00",3.0,-0.3,20
"2022-01-22 05:54:00",1.6,-1.2,26
"2022-01-22 06:53:00",1.4,-1.7,19
"2022-01-22 07:51:00",1.9,-1.1,23
"2022-01-22 08:57:00",1.6,-1.1,28
"2022-01-22 09:49:00",1.8,-1.2,22
"2022-01-22 10:50:00",3.0,-0.1,24
"2022-01-22 11:49:00",3.0,-0.1,24
"2022-01-22 12:52:00",3.0,0.1,27
"2022-01-22 13:57:00",4.0,1.1,30
"2022-01-22 14:49:00",3.5,0.5,27
"2022-01-22 15:55:00",3.9,1.0,30
"2022-01-22 16:54:00",5.0,1.9,29
"2022-01-22 17:56:00",2.5,-0.2,30
"2022-01-22 18:54:00",3.7,1.0,33
"2022-01-22 19:55:00",1.6,-1.1,28
"2022-01-22 20:50:00",0.8,-1.3,39
"2022-01-22 21:50:00",-0.7,-3.9,11
"2022-01-22 22:58:00",0.8,-1.8,28
"2022-01-22 23:58:00",0.4,-2.0,31
"2022-01-23 00:58:00",0.1,-2.1,35
"2022-01-23 01:58:00",0.0,-2.3,33
"2022-01-23 02:50:00",1.3,-0.9,38
"2022-01-23 03:59:00",-0.2,-2.5,32
"2022-01-23 04:52:00",-0.2,-2.1,41
"2022-01-23 04:52:00",-0.2,-2.1,41
"2022-01-23 05:50:00",-1.8,-3.0,54
"2022-01-23 06:53:00",-3.2,-4.0,62
"2022-01-23 07:51:00",-3.9,-4.1,77
"2022-01-23 08:56:00",-4.2,-4.2,100
"2022-01-23 09:54:00",-2.2,-2.2,100
"2022-01-23 10:59:00",-2.9,-2.9,100
"2022-01-23 11:56:00",-3.4,-3.4,100
"2022-01-23 12:56:00",-2.9,-2.9,100
"2022-01-23 13:57:00",-1.2,-1.2,100
"2022-01-23 14:53:00",-1.0,-1.0,100
"2022-01-23 15:51:00",-0.9,-0.9,100
"2022-01-23 16:52:00",-0.2,-0.2,100
"2022-01-23 17:57:00",-0.5,-0.5,100
"2022-01-23 18:58:00",-1.0,-1.0,100
"2022-01-23 19:53:00",-1.1,-1.1,100
